"ID";"ConsumptionByHouseholds";"Periods";"Indices_1";"VolumeChanges_2";"VolumeChangesShoppingdayAdjusted_3";"Indices_4";"ValueChanges_5";"PriceChanges_6"
"3858";"A048214";"2019MM04";"   102.5";"     3.3";"     2.1";"   112.1";"     9.7";"     6.2"
"3859";"A048214";"2019MM05";"   104.9";"     6.6";"     6.1";"   115.1";"    12.2";"     5.3"
"3860";"A048214";"2019MM06";"    95.4";"    -3.1";"    -1.3";"   102.7";"     0.5";"     3.7"
"3861";"A048214";"2019KW02";"   100.9";"     2.3";"     2.3";"   110.0";"     7.5";"     5.1"
"3862";"A048214";"2019MM07";"    93.2";"     1.5";"    -0.1";"    99.8";"     5.3";"     3.7"
"3863";"A048214";"2019MM08";"    90.9";"     1.4";"     1.0";"    97.0";"     4.0";"     2.6"
"3864";"A048214";"2019MM09";"    91.1";"     0.8";"     1.7";"    96.9";"     2.9";"     2.1"
"3865";"A048214";"2019KW03";"    91.8";"     1.2";"     0.9";"    97.9";"     4.1";"     2.8"
"3866";"A048214";"2019MM10";"    97.3";"     1.6";"     1.3";"   106.5";"     4.2";"     2.6"
"3867";"A048214";"2019MM11";"   110.4";"     1.4";"     0.8";"   121.5";"     5.0";"     3.6"
"3868";"A048214";"2019MM12";"   119.2";"     1.9";"     2.6";"   131.8";"     7.0";"     5.0"
"3869";"A048214";"2019KW04";"   109.0";"     1.6";"     1.6";"   119.9";"     5.5";"     3.8"
"3870";"A048214";"2020MM01";"   114.3";"    -4.4";"    -4.7";"   127.7";"    -2.8";"     1.7"
"3871";"A048214";"2020MM02";"   103.3";"     0.9";"    -1.5";"   114.4";"     1.5";"     0.5"
"3872";"A048214";"2020MM03";"   106.0";"    -2.8";"    -0.7";"   115.7";"    -4.1";"    -1.3"
"3873";"A048214";"2020KW01";"   107.9";"    -2.2";"    -2.4";"   119.3";"    -1.9";"     0.3"
"3874";"A048214";"2020MM04";"    91.3";"   -10.9";"   -11.5";"    95.3";"   -15.0";"    -4.6"
"3875";"A048214";"2020MM05";"    95.9";"    -8.6";"    -7.7";"    99.7";"   -13.3";"    -5.2"
"3876";"A048214";"2020MM06";"    95.3";"    -0.1";"    -0.4";"    97.9";"    -4.6";"    -4.5"
"3877";"A048214";"2020KW02";"    94.2";"    -6.7";"    -6.7";"    97.6";"   -11.2";"    -4.8"
"3878";"A048214";"2020MM07";"    96.0";"     3.0";"     2.3";"    97.4";"    -2.4";"    -5.3"
"3879";"A048214";"2020MM08";"    92.1";"     1.2";"     3.3";"    93.5";"    -3.6";"    -4.8"
"3880";"A048214";"2020MM09";"    91.2";"     0.1";"    -1.6";"    92.5";"    -4.5";"    -4.6"
"3881";"A048214";"2020KW03";"    93.1";"     1.5";"     1.3";"    94.5";"    -3.5";"    -4.9"
"3882";"A048214";"2020MM10";"    95.5";"    -1.7";"    -2.4";"    99.8";"    -6.2";"    -4.6"
"3883";"A047832";"2000JJ00";"   110.5";"     0.6";"       .";"    67.2";"    14.7";"    14.1"
"3884";"A047832";"2001JJ00";"   114.3";"     3.4";"       .";"    73.0";"     8.6";"     5.0"
"3885";"A047832";"2002JJ00";"   113.6";"    -0.6";"       .";"    74.5";"     2.1";"     2.7"
"3886";"A047832";"2003JJ00";"   115.9";"     2.0";"       .";"    78.3";"     5.1";"     3.0"
"3887";"A047832";"2004JJ00";"   116.3";"     0.3";"       .";"    83.6";"     6.8";"     6.4"
"3888";"A047832";"2005JJ00";"   113.5";"    -2.4";"       .";"    91.4";"     9.2";"    11.9"
"3889";"A047832";"2006JJ00";"   113.4";"    -0.1";"       .";"    98.2";"     7.5";"     7.6"
"3890";"A047832";"2007JJ00";"   109.8";"    -3.2";"       .";"    97.4";"    -0.8";"     2.5"
"3891";"A047832";"2008JJ00";"   107.4";"    -2.1";"       .";"   104.9";"     7.7";"    10.1"
"3892";"A047832";"2009JJ00";"   108.5";"     1.0";"       .";"    99.4";"    -5.2";"    -6.2"
"3893";"A047832";"2010JJ00";"   110.2";"     1.6";"       .";"   103.6";"     4.2";"     2.5"
"3894";"A047832";"2011JJ00";"   104.1";"    -5.6";"       .";"   106.1";"     2.5";"     8.5"
"3895";"A047832";"2012JJ00";"   105.2";"     1.1";"       .";"   113.4";"     6.8";"     5.7"
"3896";"A047832";"2013JJ00";"   104.8";"    -0.4";"       .";"   113.1";"    -0.3";"     0.1"
"3897";"A047832";"2014JJ00";"    97.3";"    -7.2";"       .";"   103.5";"    -8.4";"    -1.4"
"3898";"A047832";"2015JJ00";"   100.0";"     2.8";"       .";"   100.0";"    -3.4";"    -6.0"
"3899";"A047832";"2016JJ00";"   102.4";"     2.4";"       .";"    96.7";"    -3.3";"    -5.6"
"3900";"A047832";"2017JJ00";"   102.0";"    -0.4";"       .";"    99.9";"     3.3";"     3.6"
"3901";"A047832";"2018JJ00";"   102.9";"     0.9";"       .";"   107.0";"     7.1";"     6.2"
"3902";"A047832";"2019JJ00";"   101.4";"    -1.4";"       .";"   112.0";"     4.6";"     6.2"
"3903";"A047832";"2000MM01";"   135.2";"     3.9";"       .";"    72.4";"    12.4";"     8.2"
"3904";"A047832";"2000MM02";"   123.7";"    -3.3";"       .";"    67.7";"     8.8";"    12.5"
"3905";"A047832";"2000MM03";"   122.9";"    -1.0";"       .";"    70.1";"    12.5";"    13.6"
"3906";"A047832";"2000KW01";"   127.2";"    -0.1";"       .";"    70.0";"    11.2";"    11.4"
"3907";"A047832";"2000MM04";"   113.5";"     2.5";"       .";"    66.9";"    12.8";"    10.0"
"3908";"A047832";"2000MM05";"    98.9";"     1.3";"       .";"    62.9";"    14.5";"    13.1"
"3909";"A047832";"2000MM06";"    86.2";"    -3.4";"       .";"    55.8";"    13.4";"    17.4"
"3910";"A047832";"2000KW02";"    99.5";"     0.3";"       .";"    61.9";"    13.6";"    13.2"
"3911";"A047832";"2000MM07";"    84.6";"    -1.5";"       .";"    57.1";"    14.0";"    15.7"
"3912";"A047832";"2000MM08";"    81.8";"    -0.5";"       .";"    55.3";"    13.1";"    13.7"
"3913";"A047832";"2000MM09";"    88.8";"    -1.3";"       .";"    61.0";"    14.8";"    16.3"
"3914";"A047832";"2000KW03";"    85.1";"    -1.1";"       .";"    57.8";"    14.0";"    15.2"
"3915";"A047832";"2000MM10";"   106.0";"    -1.1";"       .";"    69.4";"    18.5";"    19.8"
"3916";"A047832";"2000MM11";"   129.7";"     3.3";"       .";"    79.5";"    21.4";"    17.5"
"3917";"A047832";"2000MM12";"   154.2";"     4.5";"       .";"    88.9";"    19.0";"    13.9"
"3918";"A047832";"2000KW04";"   130.0";"     2.5";"       .";"    79.3";"    19.6";"    16.7"
"3919";"A047832";"2001MM01";"   136.2";"     0.8";"       .";"    86.2";"    19.1";"    18.2"
"3920";"A047832";"2001MM02";"   120.3";"    -2.7";"       .";"    76.3";"    12.7";"    15.9"
"3921";"A047832";"2001MM03";"   129.9";"     5.7";"       .";"    82.8";"    18.2";"    11.9"
"3922";"A047832";"2001KW01";"   128.8";"     1.2";"       .";"    81.8";"    16.8";"    15.4"
"3923";"A047832";"2001MM04";"   116.1";"     2.3";"       .";"    76.1";"    13.8";"    11.2"
"3924";"A047832";"2001MM05";"   100.0";"     1.1";"       .";"    69.5";"    10.5";"     9.3"
"3925";"A047832";"2001MM06";"    90.9";"     5.4";"       .";"    61.2";"     9.6";"     4.0"
"3926";"A047832";"2001KW02";"   102.3";"     2.8";"       .";"    68.9";"    11.4";"     8.4"
"3927";"A047832";"2001MM07";"    90.6";"     7.0";"       .";"    61.3";"     7.3";"     0.3"
"3928";"A047832";"2001MM08";"    86.1";"     5.3";"       .";"    58.8";"     6.3";"     1.0"
"3929";"A047832";"2001MM09";"    94.1";"     6.0";"       .";"    64.3";"     5.5";"    -0.4"
"3930";"A047832";"2001KW03";"    90.3";"     6.1";"       .";"    61.5";"     6.4";"     0.2"
"3931";"A047832";"2001MM10";"   108.8";"     2.7";"       .";"    67.8";"    -2.3";"    -4.8"
"3932";"A047832";"2001MM11";"   134.0";"     3.4";"       .";"    79.0";"    -0.6";"    -3.8"
"3933";"A047832";"2001MM12";"   164.2";"     6.4";"       .";"    93.0";"     4.6";"    -1.7"
"3934";"A047832";"2001KW04";"   135.7";"     4.4";"       .";"    79.9";"     0.9";"    -3.4"
"3935";"A047832";"2002MM01";"   139.9";"     2.7";"       .";"    89.4";"     3.7";"     1.0"
"3936";"A047832";"2002MM02";"   121.7";"     1.2";"       .";"    77.2";"     1.3";"     0.1"
"3937";"A047832";"2002MM03";"   127.0";"    -2.2";"       .";"    82.5";"    -0.4";"     1.9"
"3938";"A047832";"2002KW01";"   129.5";"     0.6";"       .";"    83.1";"     1.6";"     1.0"
"3939";"A047832";"2002MM04";"   113.4";"    -2.3";"       .";"    76.5";"     0.6";"     2.9"
"3940";"A047832";"2002MM05";"   100.8";"     0.8";"       .";"    69.9";"     0.6";"    -0.2"
"3941";"A047832";"2002MM06";"    93.2";"     2.6";"       .";"    63.4";"     3.6";"     1.0"
"3942";"A047832";"2002KW02";"   102.5";"     0.2";"       .";"    69.9";"     1.5";"     1.3"
"3943";"A047832";"2002MM07";"    89.8";"    -0.9";"       .";"    62.3";"     1.6";"     2.5"
"3944";"A047832";"2002MM08";"    85.1";"    -1.2";"       .";"    59.9";"     1.8";"     3.0"
"3945";"A047832";"2002MM09";"    92.3";"    -2.0";"       .";"    64.8";"     0.7";"     2.7"
"3946";"A047832";"2002KW03";"    89.0";"    -1.3";"       .";"    62.3";"     1.4";"     2.7"
"3947";"A047832";"2002MM10";"   110.7";"     1.8";"       .";"    72.5";"     6.8";"     4.9"
"3948";"A047832";"2002MM11";"   130.1";"    -2.9";"       .";"    80.3";"     1.6";"     4.6"
"3949";"A047832";"2002MM12";"   159.2";"    -3.0";"       .";"    95.9";"     3.1";"     6.3"
"3950";"A047832";"2002KW04";"   133.4";"    -1.7";"       .";"    82.9";"     3.7";"     5.4"
"3951";"A047832";"2003MM01";"   145.3";"     3.9";"       .";"    98.1";"     9.6";"     5.6"
"3952";"A047832";"2003MM02";"   133.3";"     9.5";"       .";"    90.5";"    17.2";"     7.0"
"3953";"A047832";"2003MM03";"   127.0";"     0.0";"       .";"    87.4";"     5.8";"     5.8"
"3954";"A047832";"2003KW01";"   135.2";"     4.4";"       .";"    92.0";"    10.7";"     6.1"
"3955";"A047832";"2003MM04";"   114.1";"     0.6";"       .";"    78.4";"     2.4";"     1.8"
"3956";"A047832";"2003MM05";"   102.9";"     2.0";"       .";"    72.0";"     3.0";"     0.9"
"3957";"A047832";"2003MM06";"    92.4";"    -0.8";"       .";"    63.9";"     0.7";"     1.5"
"3958";"A047832";"2003KW02";"   103.1";"     0.6";"       .";"    71.4";"     2.1";"     1.4"
"3959";"A047832";"2003MM07";"    89.1";"    -0.8";"       .";"    62.7";"     0.7";"     1.5"
"3960";"A047832";"2003MM08";"    86.0";"     1.2";"       .";"    61.4";"     2.7";"     1.5"
"3961";"A047832";"2003MM09";"    96.7";"     4.8";"       .";"    68.1";"     5.2";"     0.3"
"3962";"A047832";"2003KW03";"    90.6";"     1.8";"       .";"    64.1";"     2.9";"     1.1"
"3963";"A047832";"2003MM10";"   117.2";"     5.8";"       .";"    77.6";"     7.0";"     1.1"
"3964";"A047832";"2003MM11";"   129.0";"    -0.9";"       .";"    82.4";"     2.7";"     3.6"
"3965";"A047832";"2003MM12";"   157.4";"    -1.2";"       .";"    97.6";"     1.8";"     3.0"
"3966";"A047832";"2003KW04";"   134.5";"     0.9";"       .";"    85.8";"     3.6";"     2.7"
"3967";"A047832";"2004MM01";"   140.7";"    -3.1";"       .";"    96.6";"    -1.5";"     1.6"
"3968";"A047832";"2004MM02";"   130.5";"    -2.1";"       .";"    88.9";"    -1.8";"     0.3"
"3969";"A047832";"2004MM03";"   133.8";"     5.4";"       .";"    93.3";"     6.8";"     1.4"
"3970";"A047832";"2004KW01";"   135.0";"    -0.1";"       .";"    92.9";"     1.0";"     1.2"
"3971";"A047832";"2004MM04";"   114.5";"     0.4";"       .";"    82.7";"     5.5";"     5.0"
"3972";"A047832";"2004MM05";"   102.1";"    -0.7";"       .";"    77.9";"     8.3";"     9.1"
"3973";"A047832";"2004MM06";"    95.6";"     3.4";"       .";"    71.7";"    12.3";"     8.6"
"3974";"A047832";"2004KW02";"   104.1";"     0.9";"       .";"    77.4";"     8.5";"     7.5"
"3975";"A047832";"2004MM07";"    91.5";"     2.8";"       .";"    70.4";"    12.3";"     9.3"
"3976";"A047832";"2004MM08";"    88.4";"     2.7";"       .";"    68.4";"    11.4";"     8.4"
"3977";"A047832";"2004MM09";"    97.1";"     0.4";"       .";"    74.9";"    10.0";"     9.6"
"3978";"A047832";"2004KW03";"    92.3";"     1.9";"       .";"    71.3";"    11.2";"     9.1"
"3979";"A047832";"2004MM10";"   110.7";"    -5.5";"       .";"    82.2";"     6.1";"    12.2"
"3980";"A047832";"2004MM11";"   132.8";"     2.9";"       .";"    92.4";"    12.1";"     9.0"
"3981";"A047832";"2004MM12";"   157.3";"    -0.1";"       .";"   104.2";"     6.8";"     6.9"
"3982";"A047832";"2004KW04";"   133.6";"    -0.7";"       .";"    93.0";"     8.3";"     9.0"
"3983";"A047832";"2005MM01";"   135.5";"    -3.7";"       .";"   103.5";"     7.2";"    11.3"
"3984";"A047832";"2005MM02";"   132.5";"     1.5";"       .";"   101.5";"    14.2";"    12.5"
"3985";"A047832";"2005MM03";"   131.7";"    -1.6";"       .";"   102.4";"     9.7";"    11.5"
"3986";"A047832";"2005KW01";"   133.2";"    -1.3";"       .";"   102.5";"    10.3";"    11.8"
"3987";"A047832";"2005MM04";"   113.4";"    -1.0";"       .";"    90.9";"    10.0";"    11.2"
"3988";"A047832";"2005MM05";"   104.0";"     1.8";"       .";"    85.3";"     9.5";"     7.5"
"3989";"A047832";"2005MM06";"    95.6";"     0.0";"       .";"    79.9";"    11.4";"    11.5"
"3990";"A047832";"2005KW02";"   104.3";"     0.2";"       .";"    85.4";"    10.3";"    10.0"
"3991";"A047832";"2005MM07";"    88.6";"    -3.2";"       .";"    75.3";"     6.9";"    10.5"
"3992";"A047832";"2005MM08";"    87.3";"    -1.2";"       .";"    75.5";"    10.3";"    11.6"
"3993";"A047832";"2005MM09";"    92.1";"    -5.2";"       .";"    81.1";"     8.2";"    14.1"
"3994";"A047832";"2005KW03";"    89.3";"    -3.3";"       .";"    77.3";"     8.4";"    12.1"
"3995";"A047832";"2005MM10";"   104.5";"    -5.6";"       .";"    87.4";"     6.2";"    12.6"
"3996";"A047832";"2005MM11";"   127.0";"    -4.4";"       .";"    99.4";"     7.6";"    12.5"
"3997";"A047832";"2005MM12";"   149.7";"    -4.8";"       .";"   114.0";"     9.4";"    15.0"
"3998";"A047832";"2005KW04";"   127.1";"    -4.9";"       .";"   100.3";"     7.9";"    13.4"
"3999";"A047832";"2006MM01";"   145.6";"     7.5";"       .";"   127.4";"    23.1";"    14.5"
"4000";"A047832";"2006MM02";"   130.7";"    -1.4";"       .";"   112.9";"    11.2";"    12.8"
"4001";"A047832";"2006MM03";"   139.1";"     5.6";"       .";"   121.5";"    18.6";"    12.3"
"4002";"A047832";"2006KW01";"   138.5";"     3.9";"       .";"   120.6";"    17.7";"    13.2"
"4003";"A047832";"2006MM04";"   116.1";"     2.4";"       .";"   101.5";"    11.6";"     9.0"
"4004";"A047832";"2006MM05";"   100.1";"    -3.8";"       .";"    90.3";"     5.8";"    10.0"
"4005";"A047832";"2006MM06";"    93.4";"    -2.3";"       .";"    84.0";"     5.1";"     7.6"
"4006";"A047832";"2006KW02";"   103.2";"    -1.1";"       .";"    91.9";"     7.7";"     8.8"
"4007";"A047832";"2006MM07";"    86.8";"    -2.0";"       .";"    79.9";"     6.2";"     8.4"
"4008";"A047832";"2006MM08";"    87.3";"     0.0";"       .";"    79.3";"     5.1";"     5.1"
"4009";"A047832";"2006MM09";"    94.9";"     3.1";"       .";"    82.1";"     1.3";"    -1.8"
"4010";"A047832";"2006KW03";"    89.7";"     0.4";"       .";"    80.5";"     4.1";"     3.7"
"4011";"A047832";"2006MM10";"   105.3";"     0.8";"       .";"    88.3";"     1.0";"     0.2"
"4012";"A047832";"2006MM11";"   122.4";"    -3.6";"       .";"    99.7";"     0.3";"     4.0"
"4013";"A047832";"2006MM12";"   139.2";"    -7.0";"       .";"   111.7";"    -2.1";"     5.3"
"4014";"A047832";"2006KW04";"   122.3";"    -3.7";"       .";"    99.9";"    -0.4";"     3.5"
"4015";"A047832";"2007MM01";"   132.1";"    -9.3";"       .";"   116.6";"    -8.4";"     0.9"
"4016";"A047832";"2007MM02";"   121.8";"    -6.8";"       .";"   107.5";"    -4.8";"     2.2"
"4017";"A047832";"2007MM03";"   125.3";"    -9.9";"       .";"   112.5";"    -7.4";"     2.8"
"4018";"A047832";"2007KW01";"   126.4";"    -8.7";"       .";"   112.2";"    -6.9";"     1.9"
"4019";"A047832";"2007MM04";"   100.4";"   -13.5";"       .";"    88.3";"   -13.0";"     0.5"
"4020";"A047832";"2007MM05";"    94.1";"    -6.0";"       .";"    86.3";"    -4.4";"     1.7"
"4021";"A047832";"2007MM06";"    89.3";"    -4.4";"       .";"    81.2";"    -3.3";"     1.1"
"4022";"A047832";"2007KW02";"    94.6";"    -8.3";"       .";"    85.2";"    -7.3";"     1.2"
"4023";"A047832";"2007MM07";"    86.7";"    -0.1";"       .";"    78.6";"    -1.7";"    -1.6"
"4024";"A047832";"2007MM08";"    86.2";"    -1.3";"       .";"    77.5";"    -2.3";"    -1.0"
"4025";"A047832";"2007MM09";"    95.3";"     0.4";"       .";"    85.4";"     4.0";"     3.6"
"4026";"A047832";"2007KW03";"    89.4";"    -0.3";"       .";"    80.5";"     0.0";"     0.3"
"4027";"A047832";"2007MM10";"   112.6";"     6.9";"       .";"    99.3";"    12.5";"     5.2"
"4028";"A047832";"2007MM11";"   126.8";"     3.6";"       .";"   111.1";"    11.5";"     7.6"
"4029";"A047832";"2007MM12";"   146.5";"     5.2";"       .";"   124.5";"    11.5";"     5.9"
"4030";"A047832";"2007KW04";"   128.6";"     5.2";"       .";"   111.6";"    11.8";"     6.3"
"4031";"A047832";"2008MM01";"   127.8";"    -3.2";"       .";"   125.0";"     7.2";"    10.8"
"4032";"A047832";"2008MM02";"   122.2";"     0.3";"       .";"   119.7";"    11.3";"    10.9"
"4033";"A047832";"2008MM03";"   125.3";"    -0.1";"       .";"   123.5";"     9.8";"     9.8"
"4034";"A047832";"2008KW01";"   125.1";"    -1.0";"       .";"   122.7";"     9.3";"    10.5"
"4035";"A047832";"2008MM04";"   106.5";"     6.0";"       .";"   103.5";"    17.3";"    10.7"
"4036";"A047832";"2008MM05";"    90.7";"    -3.6";"       .";"    91.1";"     5.6";"     9.6"
"4037";"A047832";"2008MM06";"    85.7";"    -4.1";"       .";"    88.1";"     8.6";"    13.1"
"4038";"A047832";"2008KW02";"    94.3";"    -0.3";"       .";"    94.3";"    10.6";"    11.0"
"4039";"A047832";"2008MM07";"    81.7";"    -5.7";"       .";"    86.3";"     9.9";"    16.6"
"4040";"A047832";"2008MM08";"    81.3";"    -5.7";"       .";"    83.5";"     7.7";"    14.3"
"4041";"A047832";"2008MM09";"    91.8";"    -3.7";"       .";"    93.3";"     9.3";"    13.5"
"4042";"A047832";"2008KW03";"    84.9";"    -5.0";"       .";"    87.7";"     9.0";"    14.7"
"4043";"A047832";"2008MM10";"   110.6";"    -1.8";"       .";"   106.1";"     6.9";"     8.9"
"4044";"A047832";"2008MM11";"   120.5";"    -4.9";"       .";"   109.7";"    -1.3";"     3.8"
"4045";"A047832";"2008MM12";"   145.0";"    -1.0";"       .";"   128.9";"     3.5";"     4.6"
"4046";"A047832";"2008KW04";"   125.4";"    -2.5";"       .";"   114.9";"     2.9";"     5.6"
"4047";"A047832";"2009MM01";"   147.1";"    15.1";"       .";"   147.8";"    18.3";"     2.8"
"4048";"A047832";"2009MM02";"   128.9";"     5.4";"       .";"   128.5";"     7.4";"     1.8"
"4049";"A047832";"2009MM03";"   126.6";"     1.1";"       .";"   123.1";"    -0.3";"    -1.4"
"4050";"A047832";"2009KW01";"   134.2";"     7.3";"       .";"   133.1";"     8.5";"     1.1"
"4051";"A047832";"2009MM04";"    96.4";"    -9.5";"       .";"    87.9";"   -15.1";"    -6.2"
"4052";"A047832";"2009MM05";"    91.7";"     1.2";"       .";"    84.4";"    -7.4";"    -8.5"
"4053";"A047832";"2009MM06";"    86.6";"     1.1";"       .";"    81.2";"    -7.9";"    -8.9"
"4054";"A047832";"2009KW02";"    91.6";"    -2.8";"       .";"    84.5";"   -10.4";"    -7.7"
"4055";"A047832";"2009MM07";"    85.8";"     5.0";"       .";"    75.5";"   -12.6";"   -16.7"
"4056";"A047832";"2009MM08";"    81.2";"     0.0";"       .";"    72.9";"   -12.7";"   -12.6"
"4057";"A047832";"2009MM09";"    88.5";"    -3.6";"       .";"    77.8";"   -16.7";"   -13.6"
"4058";"A047832";"2009KW03";"    85.2";"     0.3";"       .";"    75.4";"   -14.1";"   -14.3"
"4059";"A047832";"2009MM10";"   109.9";"    -0.6";"       .";"    94.4";"   -11.1";"   -10.5"
"4060";"A047832";"2009MM11";"   114.7";"    -4.8";"       .";"    98.8";"    -9.9";"    -5.4"
"4061";"A047832";"2009MM12";"   144.8";"    -0.1";"       .";"   121.2";"    -6.0";"    -5.9"
"4062";"A047832";"2009KW04";"   123.1";"    -1.8";"       .";"   104.8";"    -8.8";"    -7.2"
"4063";"A047832";"2010MM01";"   145.1";"    -1.3";"       .";"   136.0";"    -8.0";"    -6.8"
"4064";"A047832";"2010MM02";"   128.1";"    -0.6";"       .";"   120.5";"    -6.2";"    -5.7"
"4065";"A047832";"2010MM03";"   122.8";"    -3.0";"       .";"   117.7";"    -4.4";"    -1.4"
"4066";"A047832";"2010KW01";"   132.0";"    -1.6";"       .";"   124.7";"    -6.3";"    -4.8"
"4067";"A047832";"2010MM04";"   101.6";"     5.4";"       .";"    96.2";"     9.4";"     3.8"
"4068";"A047832";"2010MM05";"    96.6";"     5.3";"       .";"    91.2";"     8.1";"     2.6"
"4069";"A047832";"2010MM06";"    85.4";"    -1.4";"       .";"    81.1";"    -0.1";"     1.3"
"4070";"A047832";"2010KW02";"    94.5";"     3.2";"       .";"    89.5";"     5.9";"     2.6"
"4071";"A047832";"2010MM07";"    82.7";"    -3.6";"       .";"    79.1";"     4.8";"     8.7"
"4072";"A047832";"2010MM08";"    81.0";"    -0.3";"       .";"    77.3";"     6.1";"     6.4"
"4073";"A047832";"2010MM09";"    92.0";"     3.9";"       .";"    87.9";"    13.1";"     8.8"
"4074";"A047832";"2010KW03";"    85.2";"     0.0";"       .";"    81.5";"     8.0";"     8.0"
"4075";"A047832";"2010MM10";"   109.8";"    -0.1";"       .";"   101.4";"     7.4";"     7.5"
"4076";"A047832";"2010MM11";"   123.8";"     8.0";"       .";"   113.6";"    15.0";"     6.5"
"4077";"A047832";"2010MM12";"   153.9";"     6.2";"       .";"   141.1";"    16.5";"     9.6"
"4078";"A047832";"2010KW04";"   129.2";"     4.9";"       .";"   118.7";"    13.3";"     8.0"
